,CustomerID,MaxPurchaseDate,Recency,Frequency,Monetary_Revenue,FrequencyCluster,RevenueCluster,RecencyCluster,OverallScore,Segment
22,13059.0,2011-04-04 10:40:00,249,8,183.4,0,0,0,0,Low-value
23,13060.0,2011-03-31 11:37:00,253,15,307.53000000000003,0,0,0,0,Low-value
24,13065.0,2010-12-01 16:52:00,372,14,205.85999999999999,0,0,0,0,Low-value
25,13072.0,2011-03-18 08:12:00,266,7,177.14999999999998,0,0,0,0,Low-value
26,13108.0,2010-12-02 10:35:00,372,10,350.05999999999995,0,0,0,0,Low-value
27,13121.0,2011-03-15 16:51:00,268,53,254.7299999999999,0,0,0,0,Low-value
28,13132.0,2011-03-23 12:44:00,261,3,77.3,0,0,0,0,Low-value
29,13133.0,2011-03-11 10:31:00,273,7,109.80000000000001,0,0,0,0,Low-value
30,13144.0,2011-01-11 11:15:00,332,3,110.94999999999999,0,0,0,0,Low-value
31,13161.0,2011-01-30 14:03:00,312,8,112.75,0,0,0,0,Low-value
32,13166.0,2011-03-02 14:28:00,281,42,414.69999999999993,0,0,0,0,Low-value
33,13185.0,2011-03-17 11:56:00,267,1,71.4,0,0,0,0,Low-value
34,13187.0,2011-01-06 18:57:00,336,37,236.01999999999995,0,0,0,0,Low-value
35,13216.0,2011-03-17 12:18:00,267,5,333.74,0,0,0,0,Low-value
36,13226.0,2011-03-11 14:35:00,272,16,108.21000000000001,0,0,0,0,Low-value
37,13239.0,2011-03-23 10:25:00,261,22,329.56,0,0,0,0,Low-value
38,13261.0,2011-03-16 12:22:00,268,9,944.1,0,0,0,0,Low-value
39,13262.0,2011-03-21 15:06:00,262,11,200.29000000000002,0,0,0,0,Low-value
40,13270.0,2010-12-08 14:53:00,365,1,590.0,0,0,0,0,Low-value
41,13284.0,2011-01-21 10:25:00,322,14,196.15,0,0,0,0,Low-value
42,13295.0,2010-12-15 11:21:00,359,11,197.95,0,0,0,0,Low-value
43,13299.0,2011-03-16 12:55:00,267,5,142.5,0,0,0,0,Low-value
44,13304.0,2010-12-23 14:35:00,350,21,300.4199999999999,0,0,0,0,Low-value
45,13328.0,2011-01-27 15:22:00,315,17,1308.48,0,0,0,0,Low-value
46,13341.0,2011-03-24 09:50:00,260,42,775.8499999999999,0,0,0,0,Low-value
47,13345.0,2011-03-08 08:34:00,276,22,377.6000000000001,0,0,0,0,Low-value
48,13357.0,2011-03-27 13:56:00,256,90,609.9500000000002,0,0,0,0,Low-value
49,13358.0,2011-03-16 11:52:00,268,29,439.03000000000003,0,0,0,0,Low-value
50,13368.0,2011-03-28 09:59:00,256,29,623.4,0,0,0,0,Low-value
51,13369.0,2010-12-20 14:02:00,353,19,263.75000000000006,0,0,0,0,Low-value
52,13370.0,2010-12-08 15:57:00,365,44,721.3200000000003,0,0,0,0,Low-value
53,13382.0,2011-03-04 10:03:00,280,15,222.99,0,0,0,0,Low-value
54,13385.0,2011-01-14 09:52:00,329,35,534.5700000000002,0,0,0,0,Low-value
55,13439.0,2011-03-29 14:20:00,254,54,283.71,0,0,0,0,Low-value
56,13452.0,2011-03-25 14:19:00,258,2,590.0,0,0,0,0,Low-value
57,13494.0,2011-02-01 11:58:00,311,18,316.26,0,0,0,0,Low-value
58,13497.0,2011-03-02 09:04:00,282,20,321.04999999999995,0,0,0,0,Low-value
59,13506.0,2011-01-31 15:27:00,311,29,452.82000000000005,0,0,0,0,Low-value
60,13512.0,2011-03-24 10:03:00,260,15,251.20999999999998,0,0,0,0,Low-value
61,13551.0,2011-01-24 14:46:00,318,4,91.80000000000001,0,0,0,0,Low-value
62,13581.0,2011-02-03 14:41:00,308,10,117.99999999999999,0,0,0,0,Low-value
63,13584.0,2011-02-06 12:49:00,306,24,142.40000000000003,0,0,0,0,Low-value
64,13600.0,2011-01-31 15:27:00,311,19,219.51999999999998,0,0,0,0,Low-value
65,13615.0,2011-01-31 11:29:00,312,24,399.9900000000001,0,0,0,0,Low-value
66,13626.0,2011-04-01 10:05:00,252,19,257.22999999999996,0,0,0,0,Low-value
67,13649.0,2011-03-28 11:51:00,256,23,346.6000000000001,0,0,0,0,Low-value
68,13672.0,2011-02-11 13:55:00,300,16,-71.45999999999998,0,0,0,0,Low-value
69,13684.0,2011-02-27 10:25:00,285,31,64.23000000000002,0,0,0,0,Low-value
70,13693.0,2011-01-18 15:23:00,324,4,-32.0,0,0,0,0,Low-value
71,13703.0,2011-01-25 13:10:00,317,1,99.5,0,0,0,0,Low-value
72,13706.0,2011-02-10 09:21:00,302,20,330.78999999999996,0,0,0,0,Low-value
73,13707.0,2011-03-17 18:03:00,266,48,806.4100000000004,0,0,0,0,Low-value
74,13708.0,2011-03-13 13:46:00,270,51,296.87999999999994,0,0,0,0,Low-value
75,13712.0,2011-04-07 12:33:00,246,10,228.83999999999997,0,0,0,0,Low-value
76,13715.0,2011-03-03 19:21:00,280,108,1053.9399999999996,0,0,0,0,Low-value
77,13716.0,2011-03-15 13:49:00,268,21,138.28,0,0,0,0,Low-value
78,13718.0,2011-04-07 13:24:00,245,12,306.55,0,0,0,0,Low-value
79,13747.0,2010-12-01 10:37:00,373,1,79.6,0,0,0,0,Low-value
80,13751.0,2011-02-24 15:56:00,287,9,296.24999999999994,0,0,0,0,Low-value
81,13753.0,2011-02-25 12:48:00,287,35,741.26,0,0,0,0,Low-value
82,13781.0,2011-04-03 12:08:00,250,17,127.84000000000002,0,0,0,0,Low-value
83,13786.0,2010-12-07 13:53:00,366,7,230.4,0,0,0,0,Low-value
84,13800.0,2011-02-03 12:27:00,309,33,558.3199999999997,0,0,0,0,Low-value
85,13803.0,2011-03-29 12:57:00,254,17,277.07000000000005,0,0,0,0,Low-value
86,13807.0,2010-12-07 15:48:00,366,7,112.6,0,0,0,0,Low-value
87,13819.0,2011-02-11 10:38:00,301,36,1140.35,0,0,0,0,Low-value
88,13829.0,2010-12-15 16:36:00,358,1,-102.0,0,0,0,0,Low-value
89,13841.0,2011-04-01 12:10:00,252,1,85.0,0,0,0,0,Low-value
90,13859.0,2011-01-17 16:14:00,325,28,201.16,0,0,0,0,Low-value
91,13874.0,2010-12-16 18:20:00,357,18,540.45,0,0,0,0,Low-value
92,13893.0,2011-02-15 11:30:00,297,21,821.1,0,0,0,0,Low-value
93,13898.0,2011-01-18 10:28:00,325,12,155.93,0,0,0,0,Low-value
94,13922.0,2010-12-23 10:38:00,351,7,172.24999999999997,0,0,0,0,Low-value
95,13932.0,2011-02-18 12:02:00,294,16,307.4,0,0,0,0,Low-value
96,13934.0,2011-03-21 08:39:00,263,31,922.0999999999997,0,0,0,0,Low-value
97,13948.0,2010-12-14 10:18:00,360,3,101.99999999999999,0,0,0,0,Low-value
98,13958.0,2010-12-02 17:03:00,371,5,-102.45,0,0,0,0,Low-value
99,13963.0,2011-02-04 14:43:00,307,35,664.54,0,0,0,0,Low-value
100,13973.0,2011-02-25 15:21:00,286,11,264.7,0,0,0,0,Low-value
101,14012.0,2011-03-07 12:26:00,277,11,328.8,0,0,0,0,Low-value
102,14036.0,2011-02-28 09:26:00,284,38,626.6499999999999,0,0,0,0,Low-value
103,14041.0,2011-03-18 13:25:00,265,21,141.41,0,0,0,0,Low-value
104,14046.0,2011-02-28 14:48:00,283,14,154.98999999999998,0,0,0,0,Low-value
105,14048.0,2011-03-07 13:49:00,276,88,375.1299999999999,0,0,0,0,Low-value
106,14059.0,2011-03-18 10:06:00,266,8,183.59999999999997,0,0,0,0,Low-value
107,14066.0,2011-03-18 12:21:00,266,7,152.55,0,0,0,0,Low-value
108,14068.0,2011-01-23 16:02:00,319,24,265.85,0,0,0,0,Low-value
109,14081.0,2011-03-17 14:24:00,266,156,904.67,0,0,0,0,Low-value
110,14082.0,2010-12-10 11:02:00,364,29,182.24999999999997,0,0,0,0,Low-value
111,14090.0,2011-01-19 10:51:00,324,1,76.32000000000001,0,0,0,0,Low-value
112,14114.0,2011-03-11 09:42:00,273,15,386.53,0,0,0,0,Low-value
113,14119.0,2010-12-20 13:58:00,353,1,-19.9,0,0,0,0,Low-value
114,14130.0,2011-01-24 16:05:00,318,67,483.85999999999996,0,0,0,0,Low-value
115,14142.0,2010-12-01 16:33:00,372,22,311.81000000000006,0,0,0,0,Low-value
116,14155.0,2011-03-18 14:13:00,265,6,118.75,0,0,0,0,Low-value
117,14165.0,2011-03-09 12:39:00,275,25,122.53999999999999,0,0,0,0,Low-value
118,14176.0,2011-02-15 13:12:00,296,32,574.0,0,0,0,0,Low-value
119,14185.0,2011-01-12 13:52:00,330,3,197.65,0,0,0,0,Low-value
120,14213.0,2010-12-03 09:47:00,371,5,-1192.2000000000003,0,0,0,0,Low-value
121,14220.0,2011-04-06 13:23:00,246,21,632.4,0,0,0,0,Low-value
122,14237.0,2010-12-01 13:20:00,372,9,161.00000000000003,0,0,0,0,Low-value
123,14238.0,2011-01-17 14:40:00,325,8,146.85,0,0,0,0,Low-value
124,14247.0,2011-03-06 15:21:00,277,20,136.77,0,0,0,0,Low-value
125,14248.0,2011-01-25 14:45:00,317,8,302.58,0,0,0,0,Low-value
126,14256.0,2011-03-30 16:39:00,253,54,935.06,0,0,0,0,Low-value
127,14270.0,2011-01-12 09:33:00,331,29,492.6499999999999,0,0,0,0,Low-value
128,14348.0,2011-03-24 16:23:00,259,18,409.57,0,0,0,0,Low-value
129,14350.0,2011-03-14 12:27:00,270,21,258.7,0,0,0,0,Low-value
130,14355.0,2010-12-09 12:16:00,365,11,174.4,0,0,0,0,Low-value
131,14368.0,2011-01-24 09:52:00,319,8,155.00000000000003,0,0,0,0,Low-value
132,14371.0,2011-02-17 16:35:00,294,4,100.5,0,0,0,0,Low-value
133,14373.0,2010-12-16 15:40:00,357,4,76.55,0,0,0,0,Low-value
134,14386.0,2011-02-16 09:45:00,296,7,142.4,0,0,0,0,Low-value
135,14411.0,2011-02-02 10:56:00,310,14,1063.0,0,0,0,0,Low-value
136,14413.0,2010-12-12 13:37:00,361,23,122.7,0,0,0,0,Low-value
137,14431.0,2011-02-14 10:56:00,298,22,397.76,0,0,0,0,Low-value
138,14438.0,2011-02-06 14:56:00,305,9,131.9,0,0,0,0,Low-value
139,14457.0,2011-02-02 09:39:00,310,4,113.64,0,0,0,0,Low-value
140,14465.0,2011-04-07 12:38:00,246,130,1058.6200000000008,0,0,0,0,Low-value
141,14476.0,2011-03-27 15:39:00,256,19,215.7,0,0,0,0,Low-value
142,14479.0,2011-03-31 09:07:00,253,18,316.24999999999994,0,0,0,0,Low-value
143,14496.0,2011-02-01 09:01:00,311,19,538.8100000000001,0,0,0,0,Low-value
144,14497.0,2011-02-11 15:20:00,300,31,457.4699999999999,0,0,0,0,Low-value
145,14536.0,2011-03-25 12:21:00,259,19,171.8,0,0,0,0,Low-value
146,14549.0,2011-02-01 13:47:00,310,56,289.2399999999999,0,0,0,0,Low-value
147,14570.0,2011-03-04 10:58:00,280,29,218.05999999999992,0,0,0,0,Low-value
148,14576.0,2010-12-02 17:51:00,371,1,35.400000000000006,0,0,0,0,Low-value
149,14589.0,2010-12-03 11:42:00,371,3,39.75,0,0,0,0,Low-value
150,14600.0,2011-02-07 09:48:00,305,25,393.3299999999999,0,0,0,0,Low-value
151,14603.0,2011-03-10 10:27:00,274,2,660.0,0,0,0,0,Low-value
152,14627.0,2011-02-01 10:49:00,311,5,-21.849999999999998,0,0,0,0,Low-value
153,14632.0,2011-03-22 08:49:00,262,8,114.55999999999999,0,0,0,0,Low-value
154,14633.0,2011-03-18 17:07:00,265,20,344.9000000000001,0,0,0,0,Low-value
155,14670.0,2011-03-04 14:13:00,279,132,411.5300000000001,0,0,0,0,Low-value
156,14679.0,2010-12-03 10:07:00,371,1,-2.55,0,0,0,0,Low-value
157,14693.0,2011-03-20 12:50:00,263,8,172.9,0,0,0,0,Low-value
158,14727.0,2011-03-10 14:45:00,273,10,268.58,0,0,0,0,Low-value
159,14729.0,2010-12-01 12:43:00,373,71,313.48999999999995,0,0,0,0,Low-value
160,14747.0,2011-04-06 10:17:00,247,19,294.3,0,0,0,0,Low-value
161,14760.0,2011-02-18 14:36:00,293,7,53.8,0,0,0,0,Low-value
162,14762.0,2011-03-21 08:20:00,263,21,300.52,0,0,0,0,Low-value
163,14779.0,2011-03-04 12:42:00,280,41,386.1499999999999,0,0,0,0,Low-value
164,14782.0,2011-01-24 11:12:00,319,6,200.10000000000002,0,0,0,0,Low-value
165,14813.0,2010-12-05 11:57:00,369,30,155.42999999999998,0,0,0,0,Low-value
166,14821.0,2010-12-08 08:43:00,366,2,48.800000000000004,0,0,0,0,Low-value
167,14840.0,2011-03-17 12:00:00,267,4,62.85,0,0,0,0,Low-value
168,14850.0,2011-02-01 11:21:00,311,22,278.15000000000003,0,0,0,0,Low-value
169,14870.0,2011-03-23 10:51:00,261,13,327.24999999999994,0,0,0,0,Low-value
170,14886.0,2011-04-01 08:56:00,252,18,364.80000000000007,0,0,0,0,Low-value
171,14889.0,2011-01-07 15:19:00,335,10,135.9,0,0,0,0,Low-value
172,14890.0,2011-03-31 11:57:00,253,7,125.65,0,0,0,0,Low-value
173,14924.0,2011-04-08 09:25:00,245,10,310.05,0,0,0,0,Low-value
174,14957.0,2011-03-31 17:59:00,252,12,58.49000000000001,0,0,0,0,Low-value
175,14962.0,2011-03-14 09:42:00,270,5,126.70000000000002,0,0,0,0,Low-value
176,14964.0,2011-04-06 14:13:00,246,13,206.21,0,0,0,0,Low-value
177,14981.0,2011-04-07 13:45:00,245,8,102.11999999999998,0,0,0,0,Low-value
178,15019.0,2011-03-18 12:35:00,266,70,265.9999999999999,0,0,0,0,Low-value
179,15047.0,2011-03-15 10:49:00,269,22,343.62,0,0,0,0,Low-value
180,15049.0,2011-03-11 12:13:00,273,3,121.17000000000002,0,0,0,0,Low-value
181,15052.0,2011-01-24 15:52:00,318,30,215.78,0,0,0,0,Low-value
182,15057.0,2011-03-09 15:17:00,274,25,1489.5,0,0,0,0,Low-value
183,15070.0,2010-12-02 11:23:00,372,1,106.2,0,0,0,0,Low-value
184,15083.0,2011-03-28 12:18:00,256,5,88.19999999999999,0,0,0,0,Low-value
185,15087.0,2011-03-03 10:34:00,281,15,306.94,0,0,0,0,Low-value
186,15090.0,2011-02-04 14:03:00,307,23,381.32000000000005,0,0,0,0,Low-value
187,15100.0,2011-01-13 17:09:00,329,6,635.1,0,0,0,0,Low-value
188,15107.0,2011-02-01 14:46:00,310,20,247.65999999999997,0,0,0,0,Low-value
189,15119.0,2011-04-08 09:08:00,245,14,266.4,0,0,0,0,Low-value
190,15160.0,2010-12-17 14:15:00,356,4,158.16000000000003,0,0,0,0,Low-value
191,15165.0,2010-12-01 14:03:00,372,27,487.75,0,0,0,0,Low-value
192,15167.0,2011-01-23 12:41:00,320,41,162.99999999999997,0,0,0,0,Low-value
193,15171.0,2011-01-19 12:39:00,324,7,1034.5,0,0,0,0,Low-value
194,15174.0,2011-01-21 09:06:00,322,11,135.75,0,0,0,0,Low-value
195,15178.0,2011-03-24 15:12:00,259,3,40.5,0,0,0,0,Low-value
196,15180.0,2010-12-07 14:57:00,366,6,87.5,0,0,0,0,Low-value
197,15204.0,2010-12-17 13:49:00,356,9,316.58000000000004,0,0,0,0,Low-value
198,15213.0,2011-01-25 12:25:00,318,25,325.04999999999995,0,0,0,0,Low-value
199,15221.0,2010-12-08 13:08:00,365,11,114.10000000000001,0,0,0,0,Low-value
200,15222.0,2011-01-25 08:03:00,318,5,585.0,0,0,0,0,Low-value
201,15224.0,2010-12-16 15:02:00,357,16,310.47999999999996,0,0,0,0,Low-value
202,15226.0,2011-02-02 11:41:00,310,8,154.41,0,0,0,0,Low-value
203,15234.0,2011-03-08 08:53:00,276,14,197.0,0,0,0,0,Low-value
204,15236.0,2011-02-14 10:52:00,298,15,321.05,0,0,0,0,Low-value
205,15257.0,2011-03-03 13:57:00,280,8,232.14999999999998,0,0,0,0,Low-value
206,15262.0,2011-01-20 12:16:00,323,10,178.95000000000002,0,0,0,0,Low-value
207,15266.0,2011-01-05 13:40:00,337,6,119.30000000000001,0,0,0,0,Low-value
208,15279.0,2010-12-20 10:48:00,354,21,277.40999999999997,0,0,0,0,Low-value
209,15303.0,2011-02-22 13:59:00,289,31,574.02,0,0,0,0,Low-value
210,15308.0,2011-03-14 12:24:00,270,21,302.27000000000004,0,0,0,0,Low-value
211,15316.0,2011-01-17 11:34:00,326,1,165.0,0,0,0,0,Low-value
212,15319.0,2011-03-01 12:48:00,283,16,204.5,0,0,0,0,Low-value
213,15326.0,2011-01-10 11:38:00,333,29,311.71,0,0,0,0,Low-value
214,15346.0,2011-01-11 11:18:00,332,17,252.42000000000004,0,0,0,0,Low-value
215,15347.0,2010-12-08 15:25:00,365,5,201.59999999999997,0,0,0,0,Low-value
216,15350.0,2010-12-01 13:33:00,372,5,115.65,0,0,0,0,Low-value
217,15353.0,2011-03-30 12:15:00,254,63,777.02,0,0,0,0,Low-value
218,15361.0,2010-12-13 09:52:00,361,7,418.9200000000001,0,0,0,0,Low-value
219,15395.0,2011-01-18 12:40:00,325,7,107.45000000000002,0,0,0,0,Low-value
220,15397.0,2011-02-23 09:25:00,289,6,94.0,0,0,0,0,Low-value
221,15408.0,2011-03-20 15:02:00,263,34,267.17999999999995,0,0,0,0,Low-value
222,15415.0,2011-01-30 14:13:00,312,48,572.8099999999998,0,0,0,0,Low-value
223,15422.0,2011-01-20 16:17:00,322,6,97.7,0,0,0,0,Low-value
224,15424.0,2011-03-30 13:02:00,253,17,383.34,0,0,0,0,Low-value
225,15437.0,2011-03-22 13:11:00,261,45,200.16000000000003,0,0,0,0,Low-value
226,15442.0,2011-04-05 12:24:00,248,2,594.0,0,0,0,0,Low-value
227,15445.0,2011-03-20 15:06:00,263,5,113.5,0,0,0,0,Low-value
228,15447.0,2011-01-13 11:26:00,330,9,155.17,0,0,0,0,Low-value
229,15448.0,2011-01-31 10:42:00,312,28,494.64000000000004,0,0,0,0,Low-value
230,15454.0,2010-12-12 14:21:00,361,25,179.10000000000002,0,0,0,0,Low-value
231,15456.0,2011-03-01 13:51:00,282,60,447.2200000000001,0,0,0,0,Low-value
232,15457.0,2011-03-22 15:31:00,261,58,237.07000000000002,0,0,0,0,Low-value
233,15460.0,2010-12-20 16:08:00,353,58,216.76,0,0,0,0,Low-value
234,15464.0,2011-01-05 15:56:00,337,157,1048.8500000000006,0,0,0,0,Low-value
235,15503.0,2010-12-12 10:57:00,362,70,147.09000000000003,0,0,0,0,Low-value
236,15510.0,2011-01-13 12:10:00,330,1,250.0,0,0,0,0,Low-value
237,15528.0,2011-03-30 16:14:00,253,26,229.32999999999993,0,0,0,0,Low-value
238,15543.0,2011-02-24 15:26:00,287,28,127.85999999999999,0,0,0,0,Low-value
239,15554.0,2011-03-07 09:00:00,277,14,217.2,0,0,0,0,Low-value
240,15562.0,2010-12-23 09:55:00,351,1,134.55,0,0,0,0,Low-value
241,15589.0,2011-04-01 11:22:00,252,30,456.58,0,0,0,0,Low-value
242,15590.0,2011-02-23 16:36:00,288,1,-30.19,0,0,0,0,Low-value
243,15607.0,2011-01-07 12:44:00,336,13,104.76,0,0,0,0,Low-value
244,15638.0,2011-02-11 15:12:00,300,2,-94.0,0,0,0,0,Low-value
245,15649.0,2011-01-07 13:34:00,335,2,816.0,0,0,0,0,Low-value
246,15661.0,2011-01-26 13:56:00,316,5,309.8,0,0,0,0,Low-value
247,15670.0,2011-02-16 10:50:00,296,12,173.05,0,0,0,0,Low-value
248,15691.0,2011-04-01 15:13:00,251,2,136.8,0,0,0,0,Low-value
249,15695.0,2011-03-18 08:32:00,266,22,409.9800000000001,0,0,0,0,Low-value
250,15703.0,2011-03-20 10:51:00,264,5,211.5,0,0,0,0,Low-value
251,15709.0,2011-03-01 10:38:00,283,6,133.25,0,0,0,0,Low-value
252,15723.0,2010-12-10 11:12:00,364,41,203.1,0,0,0,0,Low-value
253,15733.0,2011-03-02 09:05:00,282,10,162.3,0,0,0,0,Low-value
254,15753.0,2011-02-08 12:41:00,304,1,79.2,0,0,0,0,Low-value
255,15789.0,2010-12-16 14:35:00,357,25,351.3,0,0,0,0,Low-value
256,15820.0,2011-01-24 12:00:00,319,17,206.98000000000002,0,0,0,0,Low-value
257,15823.0,2011-01-06 12:58:00,336,17,-840.7600000000001,0,0,0,0,Low-value
258,15832.0,2011-03-30 15:29:00,253,54,836.7899999999998,0,0,0,0,Low-value
259,15843.0,2011-02-09 10:19:00,303,8,118.95,0,0,0,0,Low-value
260,15869.0,2011-03-07 17:23:00,276,15,149.64,0,0,0,0,Low-value
261,15880.0,2010-12-05 13:09:00,368,106,313.28,0,0,0,0,Low-value
262,15881.0,2011-01-31 16:59:00,311,32,438.24,0,0,0,0,Low-value
263,15894.0,2011-03-31 13:50:00,252,41,263.54999999999995,0,0,0,0,Low-value
264,15899.0,2010-12-06 10:36:00,368,4,56.25,0,0,0,0,Low-value
265,15917.0,2011-04-06 10:40:00,247,12,123.10000000000001,0,0,0,0,Low-value
266,15922.0,2010-12-02 13:05:00,371,12,363.6000000000001,0,0,0,0,Low-value
267,15923.0,2010-12-02 12:16:00,372,21,127.08000000000003,0,0,0,0,Low-value
268,15940.0,2011-02-01 16:21:00,310,2,31.799999999999997,0,0,0,0,Low-value
269,15944.0,2011-03-08 10:33:00,276,6,325.1,0,0,0,0,Low-value
270,15945.0,2010-12-09 13:14:00,364,2,181.0,0,0,0,0,Low-value
271,15970.0,2011-02-09 12:08:00,303,11,314.1,0,0,0,0,Low-value
272,16010.0,2011-04-08 10:14:00,245,86,407.49999999999994,0,0,0,0,Low-value
273,16022.0,2011-03-24 13:16:00,259,76,628.2800000000001,0,0,0,0,Low-value
274,16030.0,2011-02-03 11:28:00,309,29,331.24000000000007,0,0,0,0,Low-value
275,16037.0,2011-03-15 09:13:00,269,39,855.0200000000001,0,0,0,0,Low-value
276,16061.0,2011-03-15 14:41:00,268,1,-29.95,0,0,0,0,Low-value
277,16063.0,2011-03-24 14:56:00,259,23,335.32000000000005,0,0,0,0,Low-value
278,16065.0,2010-12-09 13:03:00,364,74,372.0900000000001,0,0,0,0,Low-value
279,16072.0,2011-02-24 14:32:00,287,23,584.3199999999999,0,0,0,0,Low-value
280,16073.0,2011-02-21 12:33:00,291,2,94.35,0,0,0,0,Low-value
281,16078.0,2011-03-01 09:47:00,283,1,79.2,0,0,0,0,Low-value
282,16084.0,2011-02-13 16:05:00,298,38,436.17999999999995,0,0,0,0,Low-value
283,16096.0,2011-03-20 13:38:00,263,12,320.62,0,0,0,0,Low-value
284,16105.0,2011-04-05 10:13:00,248,13,336.96,0,0,0,0,Low-value
285,16124.0,2011-01-27 16:05:00,315,16,187.15000000000003,0,0,0,0,Low-value
286,16125.0,2010-12-07 15:48:00,366,13,289.35,0,0,0,0,Low-value
287,16135.0,2011-03-22 12:30:00,262,21,517.5499999999998,0,0,0,0,Low-value
288,16138.0,2010-12-06 15:10:00,367,1,-7.95,0,0,0,0,Low-value
289,16142.0,2011-04-04 10:16:00,249,37,535.3400000000001,0,0,0,0,Low-value
290,16144.0,2011-04-07 10:09:00,246,1,175.2,0,0,0,0,Low-value
291,16148.0,2011-02-16 14:01:00,295,1,76.32000000000001,0,0,0,0,Low-value
292,16152.0,2011-03-16 09:47:00,268,29,1829.04,0,0,0,0,Low-value
293,16159.0,2011-03-03 12:27:00,281,14,348.2000000000001,0,0,0,0,Low-value
294,16162.0,2011-04-01 15:03:00,251,2,37.4,0,0,0,0,Low-value
295,16202.0,2010-12-14 10:43:00,360,18,365.27000000000004,0,0,0,0,Low-value
296,16216.0,2011-03-17 15:34:00,266,37,914.9300000000002,0,0,0,0,Low-value
297,16222.0,2011-01-25 13:38:00,317,137,846.7200000000007,0,0,0,0,Low-value
298,16250.0,2011-03-23 15:07:00,260,24,389.44000000000005,0,0,0,0,Low-value
299,16252.0,2010-12-08 16:15:00,365,21,-295.09000000000003,0,0,0,0,Low-value
300,16256.0,2011-03-27 12:14:00,257,14,732.6300000000002,0,0,0,0,Low-value
301,16262.0,2010-12-14 11:55:00,360,3,-31.65,0,0,0,0,Low-value
302,16270.0,2010-12-21 14:26:00,352,54,1141.2399999999996,0,0,0,0,Low-value
303,16274.0,2010-12-01 15:35:00,372,67,357.94999999999993,0,0,0,0,Low-value
304,16282.0,2011-01-04 11:42:00,339,11,168.3,0,0,0,0,Low-value
305,16315.0,2011-01-13 11:57:00,330,14,226.37,0,0,0,0,Low-value
306,16339.0,2011-02-28 13:41:00,283,20,109.95000000000002,0,0,0,0,Low-value
307,16349.0,2011-02-22 12:40:00,290,9,53.5,0,0,0,0,Low-value
308,16351.0,2011-01-11 10:26:00,332,8,153.9,0,0,0,0,Low-value
309,16377.0,2011-03-17 15:41:00,266,5,676.2,0,0,0,0,Low-value
310,16378.0,2011-04-06 15:07:00,246,23,362.95000000000005,0,0,0,0,Low-value
311,16387.0,2011-01-21 11:34:00,322,4,94.36,0,0,0,0,Low-value
312,16392.0,2011-03-15 12:11:00,269,45,221.19000000000005,0,0,0,0,Low-value
313,16402.0,2011-03-20 12:25:00,264,60,299.59999999999997,0,0,0,0,Low-value
314,16403.0,2011-02-10 16:40:00,301,15,161.04999999999998,0,0,0,0,Low-value
315,16405.0,2011-02-10 15:24:00,301,5,167.25,0,0,0,0,Low-value
316,16425.0,2011-02-10 14:30:00,301,21,302.69999999999993,0,0,0,0,Low-value
317,16427.0,2011-03-21 17:10:00,262,9,241.06,0,0,0,0,Low-value
318,16471.0,2011-03-10 09:41:00,274,13,223.95,0,0,0,0,Low-value
319,16494.0,2011-02-16 12:49:00,296,50,826.5299999999999,0,0,0,0,Low-value
320,16499.0,2010-12-14 15:20:00,359,22,319.1,0,0,0,0,Low-value
321,16509.0,2011-02-16 09:25:00,296,13,363.7,0,0,0,0,Low-value
